candidate_id,name,primary_family,primary_title,years_experience,seniority,location,work_authorization,domain,top_skills,education_level,degree_major,last_updated,resume_text
CAND-1187,Jordan Brown,data_analyst,Data Analyst,6,Senior,"Dallas, TX",H1B,Media,Airflow;BigQuery;Dashboarding;Data visualization;ETL;Excel;Jupyter;Looker;NumPy;SQL;Statistics;dbt,Associate,Electrical Engineering,2025-10-10,"Jordan Brown — BI Analyst
    Location: Dallas, TX
    Summary: BI Analyst with 6 years of experience in Media. Strong in Airflow, BigQuery, Dashboarding, Data visualization.

    Experience:
    Hooli (Media) — BI Analyst
    - Designed monitoring alerts for EdTech clients, improving key metrics by 20%.
- Deployed vector indexes for Healthcare clients, improving key metrics by 3x.
- Built experiment frameworks for Cybersecurity clients, improving key metrics by 35%.
- Deployed retrieval pipelines for Cybersecurity clients, improving key metrics by 20%.
- Automated fraud detection models for EdTech clients, improving key metrics by 50%.
- Tech: ETL, Airflow, Power BI, BigQuery, A/B testing.

    Skills: Airflow, BigQuery, Dashboarding, Data visualization, ETL, Excel, Jupyter, Looker, NumPy, SQL, Statistics, dbt
    Education: Associate in Electrical Engineering"
CAND-1188,Taylor Lee,ml_engineer,Senior ML Engineer,12,Senior,"New York, NY",F1 OPT,Cybersecurity,CI/CD;Chroma;FAISS;MLflow;PyTorch;SageMaker;TensorFlow;Vertex AI,Bootcamp,Information Systems,2026-01-02,"Taylor Lee — Applied Scientist
    Location: New York, NY
    Summary: Applied Scientist with 12 years of experience in Cybersecurity. Strong in CI/CD, Chroma, FAISS, MLflow.

    Experience:
    Soylent Analytics (Cybersecurity) — Applied Scientist
    - Delivered customer segmentation for Logistics clients, improving key metrics by 15%.
- Delivered forecasting pipelines for Cybersecurity clients, improving key metrics by 15%.
- Improved monitoring alerts for E-commerce clients, improving key metrics by 15%.
- Implemented customer segmentation for Cybersecurity clients, improving key metrics by 2x.
- Tech: SageMaker, Monitoring, MLflow, RAG, scikit-learn.

    Skills: CI/CD, Chroma, FAISS, MLflow, PyTorch, SageMaker, TensorFlow, Vertex AI
    Education: Bootcamp in Information Systems"
CAND-1189,Liam Moore,backend,Software Engineer,2,Junior,"New York, NY",H1B,Healthcare,AWS;Django;Docker;FastAPI;Flask;Java;Microservices;Node.js;PostgreSQL;Python;Redis;gRPC,PhD,Data Science,2025-06-07,"Liam Moore — Backend Engineer
    Location: New York, NY
    Summary: Backend Engineer with 2 years of experience in Healthcare. Strong in AWS, Django, Docker, FastAPI.

    Experience:
    Initech (Healthcare) — Backend Engineer
    - Delivered LLM-powered assistants for Logistics clients, improving key metrics by 20%.
- Deployed fraud detection models for Cybersecurity clients, improving key metrics by 2x.
- Built ETL pipelines for Healthcare clients, improving key metrics by 3x.
- Tech: Java, AWS, Terraform, Redis, CI/CD.

    Skills: AWS, Django, Docker, FastAPI, Flask, Java, Microservices, Node.js, PostgreSQL, Python, Redis, gRPC
    Education: PhD in Data Science"
CAND-1190,Sam Wilson,genai,Senior AI Engineer,11,Senior,"Dallas, TX",No Sponsorship Needed,E-commerce,Azure OpenAI;Chroma;Docker;Evaluation;FAISS;Guardrails;Kubernetes;LLMs;LangChain;LangGraph;Prompt engineering;Vertex AI,Bootcamp,Data Science,2026-01-18,"Sam Wilson — Senior AI Engineer
    Location: Dallas, TX
    Summary: Senior AI Engineer with 11 years of experience in E-commerce. Strong in Azure OpenAI, Chroma, Docker, Evaluation.

    Experience:
    Wayne Tech (E-commerce) — Senior AI Engineer
    - Designed recommendation models for Logistics clients, improving key metrics by 20%.
- Analyzed vector indexes for Media clients, improving key metrics by 35%.
- Designed fraud detection models for Media clients, improving key metrics by 20%.
- Optimized experiment frameworks for Media clients, improving key metrics by 25%.
- Built ETL pipelines for FinTech clients, improving key metrics by 2x.
- Tech: LangChain, FAISS, Pinecone, Evaluation, Azure OpenAI.

    Skills: Azure OpenAI, Chroma, Docker, Evaluation, FAISS, Guardrails, Kubernetes, LLMs, LangChain, LangGraph, Prompt engineering, Vertex AI
    Education: Bootcamp in Data Science"
CAND-1191,Jordan Anderson,data_analyst,Senior Data Analyst,5,Mid,"Seattle, WA",US Citizen,FinTech,Airflow;Dashboarding;Data visualization;Jupyter;Looker;NumPy;PostgreSQL;Power BI;SQL;Statistics;dbt,BS,Computer Science,2025-05-09,"Jordan Anderson — Senior Data Analyst
    Location: Seattle, WA
    Summary: Senior Data Analyst with 5 years of experience in FinTech. Strong in Airflow, Dashboarding, Data visualization, Jupyter.

    Experience:
    Wayne Tech (FinTech) — Senior Data Analyst
    - Implemented API services for E-commerce clients, improving key metrics by 35%.
- Deployed LLM-powered assistants for FinTech clients, improving key metrics by 2x.
- Delivered data quality checks for FinTech clients, improving key metrics by 2x.
- Tech: Python, ETL, BigQuery, Tableau, dbt.

    Skills: Airflow, Dashboarding, Data visualization, Jupyter, Looker, NumPy, PostgreSQL, Power BI, SQL, Statistics, dbt
    Education: BS in Computer Science"
CAND-1192,Zoe Garcia,ml_engineer,Senior ML Engineer,6,Senior,"Austin, TX",H1B,FinTech,AWS;FAISS;FastAPI;LangChain;Pinecone;RAG;SageMaker;TensorFlow;Vector databases,PhD,Computer Science,2025-06-18,"Zoe Garcia — MLOps Engineer
    Location: Austin, TX
    Summary: MLOps Engineer with 6 years of experience in FinTech. Strong in AWS, FAISS, FastAPI, LangChain.

    Experience:
    Globex (FinTech) — MLOps Engineer
    - Built LLM-powered assistants for FinTech clients, improving key metrics by 50%.
- Deployed customer segmentation for Insurance clients, improving key metrics by 35%.
- Analyzed vector indexes for Logistics clients, improving key metrics by 2x.
- Delivered LLM-powered assistants for Healthcare clients, improving key metrics by 25%.
- Tech: Chroma, RAG, Kubernetes, MLflow, Model deployment.

    Skills: AWS, FAISS, FastAPI, LangChain, Pinecone, RAG, SageMaker, TensorFlow, Vector databases
    Education: PhD in Computer Science"
CAND-1193,Jordan Davis,genai,LLM Engineer,8,Senior,"Atlanta, GA",F1 OPT,FinTech,Chroma;Docker;Guardrails;Kubernetes;LangGraph;Pinecone;Python;Vector databases,PhD,Mathematics,2025-08-15,"Jordan Davis — GenAI Engineer
    Location: Atlanta, GA
    Summary: GenAI Engineer with 8 years of experience in FinTech. Strong in Chroma, Docker, Guardrails, Kubernetes.

    Experience:
    Soylent Analytics (FinTech) — GenAI Engineer
    - Built recommendation models for Logistics clients, improving key metrics by 35%.
- Designed LLM-powered assistants for E-commerce clients, improving key metrics by 35%.
- Analyzed API services for Insurance clients, improving key metrics by 15%.
- Delivered customer segmentation for EdTech clients, improving key metrics by 3x.
- Tech: LangChain, Guardrails, Kubernetes, RAG, Vertex AI.

    Skills: Chroma, Docker, Guardrails, Kubernetes, LangGraph, Pinecone, Python, Vector databases
    Education: PhD in Mathematics"
CAND-1194,Rahul Anderson,ml_engineer,Applied Scientist,5,Mid,Remote,US Citizen,E-commerce,CI/CD;Chroma;Docker;FAISS;FastAPI;Feature engineering;GCP;Kubernetes;LangChain;Python;SageMaker;TensorFlow;Vertex AI,BS,Electrical Engineering,2025-03-04,"Rahul Anderson — MLOps Engineer
    Location: Remote
    Summary: MLOps Engineer with 5 years of experience in E-commerce. Strong in CI/CD, Chroma, Docker, FAISS.

    Experience:
    Globex (E-commerce) — MLOps Engineer
    - Migrated retrieval pipelines for Retail clients, improving key metrics by 3x.
- Implemented experiment frameworks for Healthcare clients, improving key metrics by 20%.
- Improved data quality checks for Cybersecurity clients, improving key metrics by 50%.
- Built fraud detection models for Logistics clients, improving key metrics by 20%.
- Tech: Vertex AI, SageMaker, Model deployment, Kubernetes, PyTorch.

    Skills: CI/CD, Chroma, Docker, FAISS, FastAPI, Feature engineering, GCP, Kubernetes, LangChain, Python, SageMaker, TensorFlow, Vertex AI
    Education: BS in Electrical Engineering"
CAND-1195,Sophia Lee,genai,Senior AI Engineer,7,Senior,"New York, NY",No Sponsorship Needed,FinTech,Docker;Evaluation;FAISS;FastAPI;LLMs;LangChain;Python;RAG;Vector databases;Vertex AI,Bootcamp,Information Systems,2025-11-03,"Sophia Lee — GenAI Engineer
    Location: New York, NY
    Summary: GenAI Engineer with 7 years of experience in FinTech. Strong in Docker, Evaluation, FAISS, FastAPI.

    Experience:
    Globex (FinTech) — GenAI Engineer
    - Implemented monitoring alerts for E-commerce clients, improving key metrics by 35%.
- Deployed retrieval pipelines for Media clients, improving key metrics by 50%.
- Deployed fraud detection models for Media clients, improving key metrics by 20%.
- Delivered API services for FinTech clients, improving key metrics by 25%.
- Migrated vector indexes for EdTech clients, improving key metrics by 20%.
- Tech: Evaluation, Kubernetes, LangChain, LLMs, Vertex AI.

    Skills: Docker, Evaluation, FAISS, FastAPI, LLMs, LangChain, Python, RAG, Vector databases, Vertex AI
    Education: Bootcamp in Information Systems"
CAND-1196,Nandita Jackson,backend,Software Engineer,0,Junior,"Chicago, IL",Green Card,FinTech,AWS;FastAPI;Flask;GCP;Java;Kafka;Microservices;Python;Redis;Spring,BS,Mathematics,2025-02-22,"Nandita Jackson — Software Engineer
    Location: Chicago, IL
    Summary: Software Engineer with 0 years of experience in FinTech. Strong in AWS, FastAPI, Flask, GCP.

    Experience:
    Globex (FinTech) — Software Engineer
    - Optimized recommendation models for Logistics clients, improving key metrics by 3x.
- Designed vector indexes for FinTech clients, improving key metrics by 35%.
- Improved LLM-powered assistants for EdTech clients, improving key metrics by 20%.
- Tech: PostgreSQL, REST APIs, FastAPI, Terraform, CI/CD.

    Skills: AWS, FastAPI, Flask, GCP, Java, Kafka, Microservices, Python, Redis, Spring
    Education: BS in Mathematics"
CAND-1197,Zoe Martinez,genai,AI Engineer,12,Senior,"Chicago, IL",H1B,Healthcare,Azure OpenAI;Chroma;Evaluation;FAISS;FastAPI;Guardrails;Kubernetes;LLMs;LangGraph;OpenAI API;Pinecone;Python;RAG;Vertex AI,Bootcamp,Computer Science,2025-04-04,"Zoe Martinez — Senior AI Engineer
    Location: Chicago, IL
    Summary: Senior AI Engineer with 12 years of experience in Healthcare. Strong in Azure OpenAI, Chroma, Evaluation, FAISS.

    Experience:
    Globex (Healthcare) — Senior AI Engineer
    - Built customer segmentation for Logistics clients, improving key metrics by 20%.
- Migrated LLM-powered assistants for Retail clients, improving key metrics by 35%.
- Optimized retrieval pipelines for Cybersecurity clients, improving key metrics by 20%.
- Tech: OpenAI API, Guardrails, Evaluation, Docker, LangGraph.

    Skills: Azure OpenAI, Chroma, Evaluation, FAISS, FastAPI, Guardrails, Kubernetes, LLMs, LangGraph, OpenAI API, Pinecone, Python, RAG, Vertex AI
    Education: Bootcamp in Computer Science"
CAND-1198,Ava Wilson,ml_engineer,ML Engineer,8,Senior,"New York, NY",F1 OPT,Insurance,FAISS;GCP;Kubernetes;MLflow;Pinecone;PyTorch;Python;scikit-learn,PhD,Statistics,2025-03-30,"Ava Wilson — MLOps Engineer
    Location: New York, NY
    Summary: MLOps Engineer with 8 years of experience in Insurance. Strong in FAISS, GCP, Kubernetes, MLflow.

    Experience:
    Initech (Insurance) — MLOps Engineer
    - Implemented experiment frameworks for FinTech clients, improving key metrics by 20%.
- Implemented API services for Media clients, improving key metrics by 15%.
- Automated API services for E-commerce clients, improving key metrics by 2x.
- Tech: LangChain, Azure, FAISS, Feature engineering, Model deployment.

    Skills: FAISS, GCP, Kubernetes, MLflow, Pinecone, PyTorch, Python, scikit-learn
    Education: PhD in Statistics"
CAND-1199,Mia Patel,backend,Backend Engineer,3,Mid,Remote,No Sponsorship Needed,Retail,Docker;FastAPI;Flask;Kafka;Microservices;Node.js;REST APIs;Redis;Spring;gRPC,PhD,Electrical Engineering,2025-08-23,"Mia Patel — Senior Software Engineer
    Location: Remote
    Summary: Senior Software Engineer with 3 years of experience in Retail. Strong in Docker, FastAPI, Flask, Kafka.

    Experience:
    Wayne Tech (Retail) — Senior Software Engineer
    - Automated recommendation models for Cybersecurity clients, improving key metrics by 35%.
- Built forecasting pipelines for FinTech clients, improving key metrics by 50%.
- Optimized monitoring alerts for Cybersecurity clients, improving key metrics by 50%.
- Delivered fraud detection models for Cybersecurity clients, improving key metrics by 50%.
- Tech: Kafka, Kubernetes, Spring, Microservices, Node.js.

    Skills: Docker, FastAPI, Flask, Kafka, Microservices, Node.js, REST APIs, Redis, Spring, gRPC
    Education: PhD in Electrical Engineering"
CAND-1200,Noah Brown,ml_engineer,Applied Scientist,0,Junior,"Austin, TX",H1B,E-commerce,Chroma;Kubernetes;MLflow;Model deployment;Monitoring;Pinecone;Python;TensorFlow;Vertex AI;scikit-learn,MS,Information Systems,2025-11-13,"Noah Brown — Applied Scientist
    Location: Austin, TX
    Summary: Applied Scientist with 0 years of experience in E-commerce. Strong in Chroma, Kubernetes, MLflow, Model deployment.

    Experience:
    Soylent Analytics (E-commerce) — Applied Scientist
    - Implemented fraud detection models for E-commerce clients, improving key metrics by 20%.
- Deployed ETL pipelines for E-commerce clients, improving key metrics by 20%.
- Migrated vector indexes for EdTech clients, improving key metrics by 35%.
- Tech: Kubernetes, Azure, Monitoring, AWS, Model deployment.

    Skills: Chroma, Kubernetes, MLflow, Model deployment, Monitoring, Pinecone, Python, TensorFlow, Vertex AI, scikit-learn
    Education: MS in Information Systems"
CAND-1201,Nandita Jackson,frontend,UI Engineer,9,Senior,"Seattle, WA",F1 OPT,Healthcare,Accessibility;CSS;Figma;Next.js;REST APIs;React;Tailwind;Testing Library,PhD,Electrical Engineering,2025-03-22,"Nandita Jackson — Frontend Engineer
    Location: Seattle, WA
    Summary: Frontend Engineer with 9 years of experience in Healthcare. Strong in Accessibility, CSS, Figma, Next.js.

    Experience:
    Acme Corp (Healthcare) — Frontend Engineer
    - Delivered fraud detection models for E-commerce clients, improving key metrics by 10%.
- Automated fraud detection models for Logistics clients, improving key metrics by 20%.
- Implemented customer segmentation for Insurance clients, improving key metrics by 25%.
- Designed experiment frameworks for Healthcare clients, improving key metrics by 25%.
- Implemented customer segmentation for Media clients, improving key metrics by 15%.
- Tech: CSS, Redux, Testing Library, Accessibility, React.

    Skills: Accessibility, CSS, Figma, Next.js, REST APIs, React, Tailwind, Testing Library
    Education: PhD in Electrical Engineering"
CAND-1202,Nandita Moore,frontend,UI Engineer,7,Senior,"Atlanta, GA",H1B,Cybersecurity,Accessibility;CSS;Cypress;Figma;JavaScript;Next.js;REST APIs;Redux;Tailwind;TypeScript,Bootcamp,Information Systems,2025-07-08,"Nandita Moore — UI Engineer
    Location: Atlanta, GA
    Summary: UI Engineer with 7 years of experience in Cybersecurity. Strong in Accessibility, CSS, Cypress, Figma.

    Experience:
    Initech (Cybersecurity) — UI Engineer
    - Deployed customer segmentation for E-commerce clients, improving key metrics by 35%.
- Designed API services for Media clients, improving key metrics by 25%.
- Automated fraud detection models for Cybersecurity clients, improving key metrics by 20%.
- Analyzed retrieval pipelines for Retail clients, improving key metrics by 3x.
- Tech: Redux, REST APIs, Tailwind, Figma, CSS.

    Skills: Accessibility, CSS, Cypress, Figma, JavaScript, Next.js, REST APIs, Redux, Tailwind, TypeScript
    Education: Bootcamp in Information Systems"
CAND-1203,Sam Patel,ml_engineer,Senior ML Engineer,2,Junior,"Atlanta, GA",US Citizen,Insurance,Azure;Chroma;FAISS;FastAPI;MLflow;Model deployment;PyTorch;RAG;Vector databases;Vertex AI,MS,Computer Science,2026-01-05,"Sam Patel — Applied Scientist
    Location: Atlanta, GA
    Summary: Applied Scientist with 2 years of experience in Insurance. Strong in Azure, Chroma, FAISS, FastAPI.

    Experience:
    Acme Corp (Insurance) — Applied Scientist
    - Optimized data quality checks for EdTech clients, improving key metrics by 50%.
- Deployed API services for Insurance clients, improving key metrics by 10%.
- Delivered recommendation models for FinTech clients, improving key metrics by 10%.
- Deployed API services for Retail clients, improving key metrics by 3x.
- Migrated retrieval pipelines for Cybersecurity clients, improving key metrics by 20%.
- Tech: Chroma, RAG, MLflow, FastAPI, AWS.

    Skills: Azure, Chroma, FAISS, FastAPI, MLflow, Model deployment, PyTorch, RAG, Vector databases, Vertex AI
    Education: MS in Computer Science"
CAND-1204,Ethan Wilson,frontend,UI Engineer,3,Mid,"Atlanta, GA",No Sponsorship Needed,Cybersecurity,Accessibility;CSS;Cypress;Figma;JavaScript;Next.js;REST APIs;Tailwind;Testing Library;TypeScript,PhD,Information Systems,2025-12-07,"Ethan Wilson — UI Engineer
    Location: Atlanta, GA
    Summary: UI Engineer with 3 years of experience in Cybersecurity. Strong in Accessibility, CSS, Cypress, Figma.

    Experience:
    Acme Corp (Cybersecurity) — UI Engineer
    - Automated data quality checks for Retail clients, improving key metrics by 50%.
- Migrated vector indexes for Media clients, improving key metrics by 15%.
- Deployed data quality checks for FinTech clients, improving key metrics by 20%.
- Implemented recommendation models for Retail clients, improving key metrics by 3x.
- Tech: Tailwind, Next.js, REST APIs, TypeScript, Testing Library.

    Skills: Accessibility, CSS, Cypress, Figma, JavaScript, Next.js, REST APIs, Tailwind, Testing Library, TypeScript
    Education: PhD in Information Systems"
CAND-1205,Emma Brown,data_analyst,Analytics Engineer,9,Senior,"Atlanta, GA",Green Card,Logistics,Airflow;Dashboarding;ETL;Looker;PostgreSQL;Python;Snowflake;Tableau,Bootcamp,Computer Science,2025-11-01,"Emma Brown — Data Analyst
    Location: Atlanta, GA
    Summary: Data Analyst with 9 years of experience in Logistics. Strong in Airflow, Dashboarding, ETL, Looker.

    Experience:
    Hooli (Logistics) — Data Analyst
    - Optimized fraud detection models for Media clients, improving key metrics by 10%.
- Designed forecasting pipelines for EdTech clients, improving key metrics by 20%.
- Analyzed dashboards for EdTech clients, improving key metrics by 2x.
- Migrated LLM-powered assistants for Healthcare clients, improving key metrics by 2x.
- Tech: Power BI, Dashboarding, PostgreSQL, NumPy, Excel.

    Skills: Airflow, Dashboarding, ETL, Looker, PostgreSQL, Python, Snowflake, Tableau
    Education: Bootcamp in Computer Science"
CAND-1206,Ethan Johnson,genai,AI Engineer,3,Mid,"San Francisco, CA",No Sponsorship Needed,Retail,Azure OpenAI;Chroma;Evaluation;FastAPI;Guardrails;Kubernetes;LLMs;LangChain;LangGraph;Pinecone;Python;RAG;Vector databases;Vertex AI,BS,Statistics,2025-10-07,"Ethan Johnson — LLM Engineer
    Location: San Francisco, CA
    Summary: LLM Engineer with 3 years of experience in Retail. Strong in Azure OpenAI, Chroma, Evaluation, FastAPI.

    Experience:
    Wonka Digital (Retail) — LLM Engineer
    - Improved retrieval pipelines for Healthcare clients, improving key metrics by 20%.
- Deployed vector indexes for EdTech clients, improving key metrics by 25%.
- Deployed LLM-powered assistants for Retail clients, improving key metrics by 2x.
- Optimized recommendation models for Cybersecurity clients, improving key metrics by 15%.
- Tech: OpenAI API, Chroma, RAG, FAISS, Azure OpenAI.

    Skills: Azure OpenAI, Chroma, Evaluation, FastAPI, Guardrails, Kubernetes, LLMs, LangChain, LangGraph, Pinecone, Python, RAG, Vector databases, Vertex AI
    Education: BS in Statistics"
CAND-1207,Olivia Garcia,data_analyst,Senior Data Analyst,10,Senior,"San Francisco, CA",No Sponsorship Needed,Healthcare,A/B testing;Airflow;BigQuery;Data visualization;Excel;Looker;NumPy;Pandas;PostgreSQL;Python;Snowflake;Statistics;Tableau,PhD,Information Systems,2026-01-19,"Olivia Garcia — Analytics Engineer
    Location: San Francisco, CA
    Summary: Analytics Engineer with 10 years of experience in Healthcare. Strong in A/B testing, Airflow, BigQuery, Data visualization.

    Experience:
    Acme Corp (Healthcare) — Analytics Engineer
    - Improved LLM-powered assistants for Retail clients, improving key metrics by 3x.
- Optimized LLM-powered assistants for FinTech clients, improving key metrics by 20%.
- Deployed ETL pipelines for EdTech clients, improving key metrics by 2x.
- Tech: Pandas, NumPy, Airflow, Excel, Jupyter.

    Skills: A/B testing, Airflow, BigQuery, Data visualization, Excel, Looker, NumPy, Pandas, PostgreSQL, Python, Snowflake, Statistics, Tableau
    Education: PhD in Information Systems"
CAND-1208,Rahul Johnson,frontend,Frontend Engineer,7,Senior,"San Francisco, CA",Requires Sponsorship,E-commerce,CSS;Cypress;Figma;HTML;JavaScript;Next.js;React;Testing Library;TypeScript,MS,Computer Science,2026-02-05,"Rahul Johnson — UI Engineer
    Location: San Francisco, CA
    Summary: UI Engineer with 7 years of experience in E-commerce. Strong in CSS, Cypress, Figma, HTML.

    Experience:
    Initech (E-commerce) — UI Engineer
    - Automated recommendation models for FinTech clients, improving key metrics by 50%.
- Analyzed fraud detection models for FinTech clients, improving key metrics by 25%.
- Analyzed vector indexes for Retail clients, improving key metrics by 35%.
- Deployed forecasting pipelines for FinTech clients, improving key metrics by 20%.
- Tech: JavaScript, Tailwind, Next.js, Figma, CSS.

    Skills: CSS, Cypress, Figma, HTML, JavaScript, Next.js, React, Testing Library, TypeScript
    Education: MS in Computer Science"
CAND-1209,Ava Davis,data_analyst,Data Analyst,0,Junior,Remote,Green Card,EdTech,A/B testing;Airflow;Data modeling;Data visualization;Excel;Looker;NumPy;Power BI;Python;SQL;Snowflake;Statistics;Tableau;dbt,MS,Electrical Engineering,2025-05-09,"Ava Davis — Analytics Engineer
    Location: Remote
    Summary: Analytics Engineer with 0 years of experience in EdTech. Strong in A/B testing, Airflow, Data modeling, Data visualization.

    Experience:
    Hooli (EdTech) — Analytics Engineer
    - Optimized fraud detection models for EdTech clients, improving key metrics by 35%.
- Automated recommendation models for Retail clients, improving key metrics by 20%.
- Automated dashboards for Insurance clients, improving key metrics by 15%.
- Tech: Pandas, A/B testing, Excel, Data visualization, Snowflake.

    Skills: A/B testing, Airflow, Data modeling, Data visualization, Excel, Looker, NumPy, Power BI, Python, SQL, Snowflake, Statistics, Tableau, dbt
    Education: MS in Electrical Engineering"
CAND-1210,Ethan Davis,data_analyst,Analytics Engineer,4,Mid,"Atlanta, GA",F1 OPT,Healthcare,Airflow;Dashboarding;Data modeling;Data visualization;ETL;Excel;Looker;Pandas;PostgreSQL;Snowflake;Statistics;Tableau;dbt,PhD,Mathematics,2026-01-07,"Ethan Davis — BI Analyst
    Location: Atlanta, GA
    Summary: BI Analyst with 4 years of experience in Healthcare. Strong in Airflow, Dashboarding, Data modeling, Data visualization.

    Experience:
    Acme Corp (Healthcare) — BI Analyst
    - Delivered forecasting pipelines for Media clients, improving key metrics by 15%.
- Optimized customer segmentation for Insurance clients, improving key metrics by 20%.
- Built retrieval pipelines for Logistics clients, improving key metrics by 35%.
- Optimized monitoring alerts for Insurance clients, improving key metrics by 15%.
- Delivered ETL pipelines for E-commerce clients, improving key metrics by 20%.
- Tech: Snowflake, NumPy, ETL, Statistics, Power BI.

    Skills: Airflow, Dashboarding, Data modeling, Data visualization, ETL, Excel, Looker, Pandas, PostgreSQL, Snowflake, Statistics, Tableau, dbt
    Education: PhD in Mathematics"
CAND-1211,Liam Lee,data_analyst,Data Analyst,11,Senior,"Atlanta, GA",H1B,EdTech,Data modeling;Data visualization;Jupyter;NumPy;PostgreSQL;Power BI;Python;SQL;dbt,MS,Mathematics,2025-08-19,"Liam Lee — Senior Data Analyst
    Location: Atlanta, GA
    Summary: Senior Data Analyst with 11 years of experience in EdTech. Strong in Data modeling, Data visualization, Jupyter, NumPy.

    Experience:
    Umbrella Health (EdTech) — Senior Data Analyst
    - Built vector indexes for Insurance clients, improving key metrics by 50%.
- Delivered LLM-powered assistants for E-commerce clients, improving key metrics by 3x.
- Improved vector indexes for Healthcare clients, improving key metrics by 20%.
- Improved ETL pipelines for FinTech clients, improving key metrics by 50%.
- Implemented fraud detection models for Healthcare clients, improving key metrics by 2x.
- Tech: Looker, Data modeling, Dashboarding, Statistics, A/B testing.

    Skills: Data modeling, Data visualization, Jupyter, NumPy, PostgreSQL, Power BI, Python, SQL, dbt
    Education: MS in Mathematics"
CAND-1212,Rahul Garcia,ml_engineer,MLOps Engineer,2,Junior,"Chicago, IL",F1 OPT,Insurance,AWS;Azure;CI/CD;Chroma;Docker;FAISS;FastAPI;GCP;Kubernetes;Monitoring;Vertex AI,BS,Data Science,2025-08-01,"Rahul Garcia — Senior ML Engineer
    Location: Chicago, IL
    Summary: Senior ML Engineer with 2 years of experience in Insurance. Strong in AWS, Azure, CI/CD, Chroma.

    Experience:
    Wonka Digital (Insurance) — Senior ML Engineer
    - Migrated customer segmentation for E-commerce clients, improving key metrics by 15%.
- Improved dashboards for Retail clients, improving key metrics by 15%.
- Designed experiment frameworks for Media clients, improving key metrics by 10%.
- Implemented customer segmentation for Logistics clients, improving key metrics by 2x.
- Tech: FastAPI, Monitoring, Azure, Vector databases, FAISS.

    Skills: AWS, Azure, CI/CD, Chroma, Docker, FAISS, FastAPI, GCP, Kubernetes, Monitoring, Vertex AI
    Education: BS in Data Science"
CAND-1213,Mia Moore,data_analyst,Data Analyst,7,Senior,"Chicago, IL",F1 OPT,E-commerce,Airflow;Dashboarding;Jupyter;NumPy;Pandas;PostgreSQL;SQL;Snowflake;Statistics,PhD,Statistics,2025-09-06,"Mia Moore — Data Analyst
    Location: Chicago, IL
    Summary: Data Analyst with 7 years of experience in E-commerce. Strong in Airflow, Dashboarding, Jupyter, NumPy.

    Experience:
    Hooli (E-commerce) — Data Analyst
    - Designed LLM-powered assistants for Insurance clients, improving key metrics by 2x.
- Migrated API services for Media clients, improving key metrics by 3x.
- Improved vector indexes for FinTech clients, improving key metrics by 3x.
- Tech: BigQuery, PostgreSQL, A/B testing, Dashboarding, NumPy.

    Skills: Airflow, Dashboarding, Jupyter, NumPy, Pandas, PostgreSQL, SQL, Snowflake, Statistics
    Education: PhD in Statistics"
CAND-1214,Nina Thomas,genai,AI Engineer,11,Senior,Remote,Requires Sponsorship,E-commerce,Evaluation;Guardrails;LLMs;LangChain;LangGraph;Prompt engineering;Python;RAG;Vector databases;Vertex AI,BS,Mathematics,2025-07-29,"Nina Thomas — Senior AI Engineer
    Location: Remote
    Summary: Senior AI Engineer with 11 years of experience in E-commerce. Strong in Evaluation, Guardrails, LLMs, LangChain.

    Experience:
    Globex (E-commerce) — Senior AI Engineer
    - Optimized LLM-powered assistants for Retail clients, improving key metrics by 2x.
- Deployed monitoring alerts for Media clients, improving key metrics by 10%.
- Analyzed vector indexes for Logistics clients, improving key metrics by 15%.
- Migrated experiment frameworks for Healthcare clients, improving key metrics by 35%.
- Delivered experiment frameworks for E-commerce clients, improving key metrics by 3x.
- Tech: LangChain, FAISS, OpenAI API, Azure OpenAI, Vector databases.

    Skills: Evaluation, Guardrails, LLMs, LangChain, LangGraph, Prompt engineering, Python, RAG, Vector databases, Vertex AI
    Education: BS in Mathematics"
CAND-1215,Aarthi Patel,genai,GenAI Engineer,1,Junior,"Austin, TX",No Sponsorship Needed,Retail,Azure OpenAI;Chroma;Evaluation;FastAPI;Guardrails;Kubernetes;LangGraph;Pinecone;Prompt engineering;RAG;Vector databases;Vertex AI,BS,Statistics,2025-10-25,"Aarthi Patel — GenAI Engineer
    Location: Austin, TX
    Summary: GenAI Engineer with 1 years of experience in Retail. Strong in Azure OpenAI, Chroma, Evaluation, FastAPI.

    Experience:
    Umbrella Health (Retail) — GenAI Engineer
    - Implemented experiment frameworks for Logistics clients, improving key metrics by 50%.
- Migrated forecasting pipelines for E-commerce clients, improving key metrics by 35%.
- Designed API services for Retail clients, improving key metrics by 35%.
- Tech: RAG, LangChain, Prompt engineering, Chroma, Python.

    Skills: Azure OpenAI, Chroma, Evaluation, FastAPI, Guardrails, Kubernetes, LangGraph, Pinecone, Prompt engineering, RAG, Vector databases, Vertex AI
    Education: BS in Statistics"
